respo,project,samptype,date8,night,nights,tele_7,survlgth,times,intrace,intgend,s_samptype,s_market,intro3,cell1,qs1,qa1,q921,q1half,dcdir,dcdirnew,q1aq1bnet,mainproblem,bowserappfull,bowsernet,q4_half,h_qord_q4a_q4f_q4a,h_qord_q4a_q4f_q4b,h_qord_q4a_q4f_q4c,h_qord_q4a_q4f_q4d,h_qord_q4a_q4f_q4e,h_qord_q4a_q4f_q4f,bowsercrime,q4anet,bowserhomeless,q4bnet,bowserpandemic,q4cnet,bowserhousing,q4dnet,bowserschools,q4enet,bowsersaferoads,q4fnet,regvoter,regparty,chancevote,h_aord_q7_1,h_aord_q7_2,h_aord_q7_3,q7,h_aord_q8_1,h_aord_q8_2,h_aord_q8_3,q8,mayor22,h_qord_q9a_q9d_q9a,h_qord_q9a_q9d_q9b,h_qord_q9a_q9d_q9c,h_qord_q9a_q9d_q9d,bowserfav,robertwhitefav,trayonwhitefav,mendfav,bowserrestrictions,vaccinemandate,vaccine,ratedcps,ratedcpsnet,parents,kidschool,q15,q14q15net,rateyourdcps,q16net,schoolspandemic,q17net,h_aord_q18_1,h_aord_q18_2,remoteschool,ratepolice,q13bnet,hoodsafe,q19net,crimevictim,q20net,q21_half,h_qord_q21a_q21d_q21a,h_qord_q21a_q21d_q21b,h_qord_q21a_q21d_q21c,h_qord_q21a_q21d_q21d,morepolice,q21anet,violenceinterruptors,q21bnet,econopportunity,q21cnet,gunsentences,q21dnet,homelesscamps,leavedc,leavedcwhere,leavedcfull,leavedcreason,affordhood,q24net,commandersname,q28net,choosename,h_aord_q30_1,h_aord_q30_2,fundfootballstadium,quad,quad2,q909,q909a,edubreak,colleduc,educnew,q910,q910a,agebreak,q918,racenet,income,income2,q29x,l1,c1,phonstat,q924,sex,lang,SITE,INT_Location,weight,allresp,white,age3anew,age50,college,income50,income3,income75,income4,racesex,raceeduc,raceinc,wardnew,kidschoolnet,survey,livedc,wardnew2
201393,29242-1001,NON-DC AREA CELL PHONE,20220214,13th night,13,1653,14.6667,4,White,Male,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1a,Right direction, ,right direction NET,Other,Disapprove SOMEWHAT,disapprove NET,Q4A-Q4C,3,2,1, , , ,Poor job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,Robert White, , , , ,Robert White,1,3,4,2,Unfavorable,Favorable,Don't know enough to say,Unfavorable,Right amount,Support,Yes,Good,Excellent/Good  NET,Yes,Combination,"Yes, IN EACH TYPE OF SCHOOL",Both Public and Charter,Excellent,Excellent/Good job NET,Good,Excellent/Good job NET,require all students to attend school in person,provide both in-person and online instruction and allow parents to choose,require all students to attend school in person,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,3, ,1,2,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Would not reduce crime,Would not reduce crime,Support,No, ,Would not move, ,Very easy,Easy NET,Hate it,Dislike NET,the Washington Football Team,Oppose,Favor,Oppose,Northeast,West,Post graduate, ,some college +,college degree,post-graduate degree,42, ,Age 40-49,White,white,100 thousand or more,250 thousand or more,15, ,"No, no home telephone",Cell Only,male,Male,English,NY,Virtual Call Center,.5524828,All adults,White,Age 40-64,18-49,College,$50K+,$100K+,Income $75K+,$200K+,White men,White college,White $50K+,6,Have children in public and charter schools,20210214,10-19 years,Ward 5/6
201431,29242-1001,NON-DC AREA CELL PHONE,20220203,2nd night,13,1927,14.2834,1,White,Male,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1a,(VOL)  DK/No Opinion, ,DK/No opinion,Terrorism/Homeland Security,Disapprove SOMEWHAT,disapprove NET,Q4A-Q4C,3,1,2, , , ,Not-so-good job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Excellent job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,(VOL) DK/No Opinion,Robert White,Trayon White,Muriel Bowser,(VOL) DK/No Opinion,DK/No Opinion,4,1,2,3,Unfavorable,Favorable,Unfavorable,Don't know enough to say,Right amount,Support,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,No too safe,not too/not safe at all NET,"Yes, MYSELF",Household member victim of violent crime in past 5 years NET,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Would not reduce crime,Would not reduce crime, , , , ,Support,No, ,Would not move, ,Somewhat difficult,Difficult NET,Dislike it,Dislike NET,the Commanders,Favor,Oppose,Oppose,Southeast,West,Post graduate, ,some college +,college degree,post-graduate degree,30, ,Age 30-39,White,white,100 thousand or more,250 thousand or more,5, ,"No, no home telephone",Cell Only,female,Female,English,TX,Virtual Call Center,.8111655,All adults,White,Age 18-39,18-49,College,$50K+,$100K+,Income $75K+,$200K+,White women,White college,White $50K+,6,No kids at home,20210214,5-9 years,Ward 5/6
201554,29242-1001,NON-DC AREA CELL PHONE,20220202,1st night,13,1628,17.3669166666667,1,White Hispanic,Male,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1b, ,Wrong track,wrong track NET,Education/improving schools,Disapprove STRONGLY,disapprove NET,Q4D-Q4F, , , ,2,1,3, , , , , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,"Yes, registered",Democrat,Absolutely certain to vote,Trayon White,Muriel Bowser,Robert White,Robert White, , , , ,Robert White,3,4,1,2,Unfavorable,Favorable,Unfavorable,Unfavorable,Not enough,Support,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Poor,Not-so-good/poor  NET,No too safe,not too/not safe at all NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,Would not reduce crime,Would not reduce crime,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Oppose,No, ,Would not move, ,Very difficult,Difficult NET,Hate it,Dislike NET,the Washington Football Team,Oppose,Favor,Oppose,Northeast,West,Graduated college,Bachelors degree,some college +,college degree,college degree,35, ,Age 30-39,Black,black,100 thousand or more,100 to under 150 thousand,whole life, ,"Yes, has a home telephone",Dual Service,female,Female,English,TX,Virtual Call Center,.8039832,All adults,Non-white,Age 18-39,18-49,College,$50K+,$100K+,Income $75K+,$100K-$200K,Nonwhite women,Black college, Black $50K+,6,No kids at home,20210214,20+ years,Ward 5/6
201619,29242-1001,NON-DC AREA CELL PHONE,20220214,13th night,13,1843,12.0740666666667,2,Black,Male,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1a,(VOL)  DK/No Opinion, ,DK/No opinion,Traffic/road quality/parking problems/infrastructure,Approve SOMEWHAT,approve NET,Q4A-Q4C,3,1,2, , , ,Not-so-good job,Not-so-good/poor job NET,Excellent job,Excellent/Good job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Robert White,Trayon White,(VOL) DK/No Opinion,Muriel Bowser,Robert White,Trayon White,(VOL) DK/No Opinion,DK/No Opinion,3,2,4,1,Favorable,Don't know enough to say,Favorable,Favorable,Right amount,Support,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Somewhat difficult,Difficult NET,Hate it,Dislike NET,the Washington Football Team,Oppose,Favor,Favor,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,70, ,Age 65+,White,white,100 thousand or more,(VOL) NA/Refused,31, ,"Yes, has a home telephone",Dual Service,female,Female,English,TX,Virtual Call Center,.5472687,All adults,White,Age 65+,50+,College,$50K+,$100K+,Income $75K+, ,White women,White college,White $50K+,2,No kids at home,20210214,20+ years,Ward 2/3
201654,29242-1001,NON-DC AREA CELL PHONE,20220205,4th night,13,1325,15.5751,5,White Hispanic,Female,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1a,Right direction, ,right direction NET,Other,Approve SOMEWHAT,approve NET,Q4A-Q4C,2,1,3, , , ,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Independent, , , , , , , , , , ,1,4,3,2,Favorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Right amount,Support,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,No too safe,not too/not safe at all NET,No,Not victim of violent crime,Q20D-Q20E ASKED,1, ,2,3,"Would reduce crime, A LOT",Would reduce crime NET, , ,"Would reduce crime, A LOT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET,Oppose,No, ,Would not move, ,Somewhat easy,Easy NET,Like it,Like NET,the Washington Football Team,Oppose,Favor,Favor,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,65, ,Age 65+,White,white,75 to under 100 thousand, ,44, ,"No, no home telephone",Cell Only,female,Female,English,TX,Virtual Call Center,.2073929,All adults,White,Age 65+,50+,College,$50K+,$50-$100K,Income $75K+,$50-$100K,White women,White college,White $50K+,3,No kids at home,20210214,20+ years,Ward 2/3
201664,29242-1001,NON-DC AREA CELL PHONE,20220203,2nd night,13,1729,17.33675,1,White,Female,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1a,Wrong track, ,wrong track NET,Housing costs/low-income housing/more affordable housing,Disapprove STRONGLY,disapprove NET,Q4D-Q4F, , , ,2,3,1, , , , , , ,Poor job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Robert White,Trayon White,Robert White, , , , ,Robert White,4,3,1,2,Unfavorable,Favorable,Favorable,Favorable,Right amount,Support,Yes,Good,Excellent/Good  NET,Yes,Charter public schools, ,Charter,Good,Excellent/Good job NET,Good,Excellent/Good job NET,provide both in-person and online instruction and allow parents to choose,require all students to attend school in person,provide both in-person and online instruction and allow parents to choose,Not so good,Not-so-good/poor  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,2, ,3,1,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,"Would reduce crime, A LOT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Support,No, ,Would not move, ,Somewhat difficult,Difficult NET,Like it,Like NET,the Washington Football Team,Favor,Oppose,Favor,Southeast,West,"Some college (ASK IF TECHNICAL SCHOOL; IF YES, PUNCH CODE 3, FOR HIGH SCHOOL)", ,some college +,no college degree,some college,54, ,Age 50-64,Black,black,50 to under 75 thousand, ,whole life, ,"Yes, has a home telephone",Dual Service,male,Male,English,TX,Virtual Call Center,1.237434,All adults,Non-white,Age 40-64,50+,Non-college,$50K+,$50-$100K,Income <$75K,$50-$100K,Nonwhite men,Black non-college, Black $50K+,8,Have children in charter school,20210214,20+ years,Ward 7/8
201684,29242-1001,NON-DC AREA CELL PHONE,20220209,8th night,13,1826,12.2875666666667,1,White,Male,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1b, ,Wrong track,wrong track NET,Other,Disapprove STRONGLY,disapprove NET,Q4A-Q4C,2,3,1, , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET, , , , , , ,"Yes, registered",Independent, , , , , , , , , , ,3,1,2,4,Unfavorable,Unfavorable,Don't know enough to say,Unfavorable,Too many,Support,Yes,Poor,Not-so-good/poor  NET,Yes,D.C. public schools, ,Public,Not-so-good,Not-so-good/poor job NET,Good,Excellent/Good job NET,require all students to attend school in person,provide both in-person and online instruction and allow parents to choose,provide both in-person and online instruction and allow parents to choose,Poor,Not-so-good/poor  NET,No too safe,not too/not safe at all NET,"Yes, MYSELF",Household member victim of violent crime in past 5 years NET,Q20D-Q20E ASKED,2, ,3,1,(VOL) DK/No Opinion,DK/No opinion, , ,Would not reduce crime,Would not reduce crime,Would not reduce crime,Would not reduce crime,Support,Yes,D.C. suburbs,Would move to D.C. Suburbs,Something else? (SPECIFY),Somewhat easy,Easy NET,Hate it,Dislike NET,the Washington Football Team,Favor,Oppose,(VOL) DK/No Opinion,Southeast,West,Post graduate, ,some college +,college degree,post-graduate degree,39, ,Age 30-39,White,white,100 thousand or more,250 thousand or more,whole life, ,"No, no home telephone",Cell Only,male,Male,English,NY,Virtual Call Center,.7512537,All adults,White,Age 18-39,18-49,College,$50K+,$100K+,Income $75K+,$200K+,White men,White college,White $50K+,6,Have children in public school,20210214,20+ years,Ward 5/6
201702,29242-1001,NON-DC AREA CELL PHONE,20220211,10th night,13,1958,17.1293666666667,3,White,Male,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1b, ,Wrong track,wrong track NET,Crime/violence/guns,Approve STRONGLY,approve NET,Q4A-Q4C,1,3,2, , , ,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,Muriel Bowser, , , , ,Muriel Bowser,3,1,4,2,Favorable,Unfavorable,Unfavorable,Don't know enough to say,Right amount,Support,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Poor,Not-so-good/poor  NET,Not safe at all,not too/not safe at all NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, A LOT",Would reduce crime NET,Would not reduce crime,Would not reduce crime, , , , ,Oppose,Yes,Outside the D.C. area,Would move outside D.C. area,Housing affordability,Somewhat easy,Easy NET,Like it,Like NET,the Redskins,Favor,Oppose,Oppose,Southeast,East,Graduated high school, ,graduated high school,no college degree,high school or less,63, ,Age 50-64,Black,black,35 to under 50 thousand, ,whole life, ,"No, no home telephone",Cell Only,female,Female,English,TX,Virtual Call Center,.7305258,All adults,Non-white,Age 40-64,50+,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite women,Black non-college,Black <$50K,8,No kids at home,20210214,20+ years,Ward 7/8
201720,29242-1001,NON-DC AREA CELL PHONE,20220211,10th night,13,1722,14.8125833333333,3,Other race,Female,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1b, ,Wrong track,wrong track NET,Crime/violence/guns,Disapprove SOMEWHAT,disapprove NET,Q4A-Q4C,2,3,1, , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Independent, , , , , , , , , , ,1,3,4,2,Unfavorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Not enough,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,(VOL) DK/No Opinion,DK/No opinion,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,3, ,1,2,Would not reduce crime,Would not reduce crime, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Would not reduce crime,Would not reduce crime,Support,No, ,Would not move, ,Somewhat difficult,Difficult NET,Dislike it,Dislike NET,the Washington Football Team,Favor,Oppose,Favor,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,44, ,Age 40-49,White,white,100 thousand or more,250 thousand or more,10, ,"No, no home telephone",Cell Only,male,Male,English,TX,Virtual Call Center,.8310703,All adults,White,Age 40-64,18-49,College,$50K+,$100K+,Income $75K+,$200K+,White men,White college,White $50K+,98,No kids at home,20210214,10-19 years, 
201728,29242-1001,NON-DC AREA CELL PHONE,20220210,9th night,13,1923,19.5615333333333,4,White,Female,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1a,Right direction, ,right direction NET,Crime/violence/guns,Approve SOMEWHAT,approve NET,Q4A-Q4C,3,2,1, , , ,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Excellent job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Chances 50-50,Muriel Bowser,Trayon White,Robert White,Trayon White, , , , ,Trayon White,3,2,4,1,Favorable,Favorable,Unfavorable,Don't know enough to say,Right amount,Support,Yes,Poor,Not-so-good/poor  NET,No, , , , , , , , , , ,Not so good,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,3, ,2,1,"Would reduce crime, A LOT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Support,No, ,Would not move, ,Very easy,Easy NET,Like it,Like NET,the Commanders,Oppose,Favor,Oppose,Northeast,East,Post graduate, ,some college +,college degree,post-graduate degree,52, ,Age 50-64,White,white,100 thousand or more,200 to under 250 thousand,6, ,"No, no home telephone",Cell Only,male,Male,English,TX,Virtual Call Center,.5558409,All adults,White,Age 40-64,50+,College,$50K+,$100K+,Income $75K+,$200K+,White men,White college,White $50K+,8,No kids at home,20210214,5-9 years,Ward 7/8
201744,29242-1001,NON-DC AREA CELL PHONE,20220211,10th night,13,1629,16.2635333333333,3,White,Male,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Female,Q1a,Wrong track, ,wrong track NET,Crime/violence/guns,Disapprove SOMEWHAT,disapprove NET,Q4A-Q4C,3,1,2, , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Trayon White,Robert White,(VOL) DK/No Opinion,Muriel Bowser,Trayon White,Robert White,(VOL) DK/No Opinion,DK/No Opinion,3,1,4,2,Favorable,Don't know enough to say,Don't know enough to say,Favorable,Not enough,Oppose,Yes,Not so good,Not-so-good/poor  NET,Yes,Combination,"Yes, TRADITIONAL PUBLIC SCHOOL",Public,Excellent,Excellent/Good job NET,Good,Excellent/Good job NET,require all students to attend school in person,provide both in-person and online instruction and allow parents to choose,require all students to attend school in person,Not so good,Not-so-good/poor  NET,No too safe,not too/not safe at all NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, A LOT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Very difficult,Difficult NET,(VOL) DK/No Opinion,DK/No opinion,(VOL) DK/No Opinion,Oppose,Favor,Oppose,Northeast,West,Post graduate, ,some college +,college degree,post-graduate degree,39, ,Age 30-39,White Hispanic,Hispanic,100 thousand or more,100 to under 150 thousand,10, ,"No, no home telephone",Cell Only,female,Female,English,NY,Virtual Call Center,.5358143,All adults,Non-white,Age 18-39,18-49,College,$50K+,$100K+,Income $75K+,$100K-$200K,Nonwhite women,Black college, Black $50K+,5,Have children in public school,20210214,10-19 years,Ward 5/6
201936,29242-1001,NON-DC AREA CELL PHONE,20220208,7th night,13,2059,16.2128833333333,1,White,Male,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1a,Right direction, ,right direction NET,Safety for walking/biking/pedestrians,Approve STRONGLY,approve NET,Q4A-Q4C,1,2,3, , , ,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET,Excellent job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,Muriel Bowser, , , , ,Muriel Bowser,2,3,4,1,Favorable,Favorable,Don't know enough to say,Favorable,Right amount,Support,Yes,Good,Excellent/Good  NET,Yes,D.C. public schools, ,Public,Excellent,Excellent/Good job NET,Good,Excellent/Good job NET,provide both in-person and online instruction and allow parents to choose,require all students to attend school in person,require all students to attend school in person,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Very easy,Easy NET,Dislike it,Dislike NET,the Washington Football Team,Favor,Oppose,Favor,Northeast,West,Post graduate, ,some college +,college degree,post-graduate degree,37, ,Age 30-39,White,white,100 thousand or more,250 thousand or more,10, ,"No, no home telephone",Cell Only,male,Male,English,TX,Virtual Call Center,.7512537,All adults,White,Age 18-39,18-49,College,$50K+,$100K+,Income $75K+,$200K+,White men,White college,White $50K+,6,Have children in public school,20210214,10-19 years,Ward 5/6
201943,29242-1001,NON-DC AREA CELL PHONE,20220209,8th night,13,1755,13.9849,2,White Hispanic,Female,3,Wash DC, ,"No, respondent is not driving/doing something","Yes, 18+",Yes,Male,Q1b, ,(VOL)  DK/No Opinion,DK/No opinion,Race issues/income inequality/gentrification,(VOL) DK/No Opinion,DK/No opinion,Q4D-Q4F, , , ,1,2,3, , , , , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,"Yes, registered",Independent, , , , , , , , , , ,2,3,1,4,Don't know enough to say,Don't know enough to say,Don't know enough to say,Don't know enough to say,Too many,Oppose,Yes,Not so good,Not-so-good/poor  NET,Yes,Charter public schools, ,Charter,Good,Excellent/Good job NET,Poor,Not-so-good/poor job NET,require all students to attend school in person,provide both in-person and online instruction and allow parents to choose,require all students to attend school in person,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET, , , , ,Support,Yes,D.C. suburbs,Would move to D.C. Suburbs,Housing affordability,Very difficult,Difficult NET,(VOL) DK/No Opinion,DK/No opinion,the Commanders,Favor,Oppose,Oppose,Northwest, ,"Some college (ASK IF TECHNICAL SCHOOL; IF YES, PUNCH CODE 3, FOR HIGH SCHOOL)", ,some college +,no college degree,some college,37, ,Age 30-39,Black,black,100 thousand or more,100 to under 150 thousand,3, ,"No, no home telephone",Cell Only,male,Male,English,TX,Virtual Call Center,.9359356,All adults,Non-white,Age 18-39,18-49,Non-college,$50K+,$100K+,Income $75K+,$100K-$200K,Nonwhite men,Black non-college, Black $50K+,98,Have children in charter school,20210214,4 years or less, 
