id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3,Q4,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
257000328,.6345,English,qualified,72,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-Metro,West,Owned or being bought by you or someone in your household,Arizona,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,65+,"No, I am not willing to be interviewed"
257000329,.7155,English,qualified,86,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",1,"$25,000 to $49,999",Divorced,Metro,NorthEast,Rented for cash,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Catholic,No,An Independent,65+,"Yes, I am willing to be interviewed"
257000330,.869,English,qualified,37,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",1,"$10,000 to $24,999",Never married,Metro,NorthEast,Occupied without payment of cash rent,Pennsylvania,Other,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,Catholic,No,A Democrat,30-49,"Yes, I am willing to be interviewed"
257000331,1.0609,English,qualified,40,Bachelor’s degree,Bachelors degree or higher,Male,Hispanic,5,"$100,000 to $149,999",Never married,Metro,West,Owned or being bought by you or someone in your household,California,Currently laid off,Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Somewhat serious,Should,Yes,Don’t know,Not confident at all,Catholic,No,A Democrat,30-49,"No, I am not willing to be interviewed"
257000332,.402,English,qualified,71,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Non-Metro,NorthEast,Owned or being bought by you or someone in your household,Maine,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,No religion, ,An Independent,65+,"Yes, I am willing to be interviewed"
257000333,.7234,English,qualified,80,Bachelor’s degree,Bachelors degree or higher,Male,"2+ Races, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,No opinion,Very serious,Should,No,Should,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,An Independent,65+,"Yes, I am willing to be interviewed"
257000334,.9009,English,qualified,38,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$50,000 to $74,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Self-employed,Working full-time,parents of children 0-17 YO,No opinion,No opinion,Don’t know,Don’t know,Don’t know,Should,Don’t know,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
257000335,1.3201,English,qualified,23,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,Six or more,"$25,000 to $49,999",Never married,Non-Metro,West,Rented for cash,New Mexico,Self-employed,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Democrat,18-29,"Yes, I am willing to be interviewed"
257000336,.9707,English,qualified,27,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Rented for cash,Georgia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Somewhat serious,Should,Yes,Should,Not confident at all,No religion, ,An Independent,18-29,"Yes, I am willing to be interviewed"
257000337,1.3054,English,qualified,31,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",4,"$10,000 to $24,999",Now Married,Non-Metro,MidWest,Rented for cash,Missouri,Employed part-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not confident at all,No religion, ,A Republican,30-49,"No, I am not willing to be interviewed"
257000338,1.3852,English,qualified,50,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,50-64,"Yes, I am willing to be interviewed"
257000339,1.0718,English,qualified,63,No high school diploma or GED,Less than high school,Female,Hispanic,2,"$10,000 to $24,999",Divorced,Metro,West,Owned or being bought by you or someone in your household,New Mexico,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Not so confident,Catholic,No,A Democrat,50-64,"No, I am not willing to be interviewed"
257000340,1.1134,English,qualified,71,No high school diploma or GED,Less than high school,Female,"Black, Non-Hispanic",1,"$50,000 to $74,999",Separated,Metro,South,Owned or being bought by you or someone in your household,Alabama,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Don’t know,Should,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Democrat,65+,"No, I am not willing to be interviewed"
257000341,.9564,English,qualified,59,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Divorced,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Don’t know,Somewhat confident,Catholic,No,An Independent,50-64,"Yes, I am willing to be interviewed"
257000342,.4598,English,qualified,90,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"Less than $10,000",Divorced,Metro,West,Rented for cash,Oregon,Retired,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,No religion, ,A Democrat,65+,"No, I am not willing to be interviewed"
257000343,.9694,English,qualified,51,Bachelor’s degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",2,"$150,000 or more",Divorced,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,50-64,"Yes, I am willing to be interviewed"
257000344,.718,English,qualified,48,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Louisiana,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Don’t know,Don’t know,Yes,Should not,Not confident at all,No religion, ,An Independent,30-49,"Yes, I am willing to be interviewed"
257000345,.6058,English,qualified,49,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Don’t know,Unfavorable,Don’t know,Don’t know,Yes,Don’t know,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Republican,30-49,"No, I am not willing to be interviewed"
257000346,.9773,English,qualified,37,No high school diploma or GED,Less than high school,Male,Hispanic,2,"$10,000 to $24,999",Divorced,Metro,NorthEast,Rented for cash,Rhode Island,Currently laid off,Not working,parents of children 0-17 YO,Favorable,Don’t know,Not too serious,Don’t know,Yes,Don’t know,Don’t know,No religion, ,Something else,30-49,"Yes, I am willing to be interviewed"
257000347,.6707,English,qualified,88,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Divorced,Metro,West,Owned or being bought by you or someone in your household,Oregon,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Somewhat serious,Should,Don’t know,Should,Somewhat confident,Catholic,No,A Democrat,65+,"Yes, I am willing to be interviewed"
257000348,.6394,English,qualified,42,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Yes,Should,Not so confident,No religion, ,Something else,30-49,"No, I am not willing to be interviewed"
257000349,.797,English,qualified,29,High school graduate (high school diploma or the equivalent GED),High school,Male,"Other, Non-Hispanic",Six or more,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,No opinion,Don’t know,Don’t know,No,Don’t know,Don’t know,Islam/Muslim, ,Something else,18-29,"No, I am not willing to be interviewed"
257000350,1.2996,Spanish,qualified,33,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,3,"$25,000 to $49,999",Now Married,Non-Metro,South,Rented for cash,Texas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,Unfavorable,Not too serious,Should,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Something else,30-49,"Yes, I am willing to be interviewed"
257000351,.6711,English,qualified,41,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,Catholic,No,An Independent,30-49,"Yes, I am willing to be interviewed"
257000352,.9551,English,qualified,54,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",2,"$75,000 to $99,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,Georgia,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Yes,Should,Don’t know,Other Christian religion,No,A Democrat,50-64,"Yes, I am willing to be interviewed"
257000353,.6519,English,qualified,63,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,50-64,"No, I am not willing to be interviewed"
257000354,1.088,English,qualified,53,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Don’t know,Should not,Yes,Don’t know,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Democrat,50-64,"No, I am not willing to be interviewed"
